"","sat","tothrs","colgpa","athlete","verbmath","hsize","hsrank","hsperc","female","white","black"
"27",970,2.06262190276303,2.28999996185303,"FALSE",0.796299993991852,2.00785674784633,3.63829104635451,2.32965302729301,"TRUE","TRUE","FALSE"
"28",1200,2.44734606249841,2.38000011444092,"FALSE",0.904760003089905,3.28369129538109,5.1874611591108,3.436196625156,"TRUE","TRUE","FALSE"
"29",1090,2.85546137874888,3.92000007629395,"FALSE",0.758059978485107,-0.461845508299136,0.6904951868774,1.22922526366659,"TRUE","TRUE","FALSE"
"30",1340,2.51520522940266,2.23000001907349,"FALSE",0.835619986057281,1.74824074472944,4.73874344702831,3.76783282520471,"FALSE","TRUE","FALSE"
"31",740,1.87726256529372,1.33000004291534,"FALSE",1.3125,2.38203594622307,5.77343303018599,4.62775431848819,"TRUE","TRUE","FALSE"
"32",880,2.74550624464958,2.80999994277954,"FALSE",0.759999990463257,1.76628907479753,4.16368929482061,3.0800118512631,"FALSE","TRUE","FALSE"
"33",820,2.47813861791151,2.08999991416931,"TRUE",0.906979978084564,0.976913305868135,4.90524697055144,4.54044949198336,"FALSE","TRUE","FALSE"
"34",1060,2.48780302125851,2.25,"FALSE",0.859650015830994,2.45117465100107,5.34857986977116,4.06708413881913,"FALSE","TRUE","FALSE"
"35",730,2.54848342480179,1.89999997615814,"TRUE",0.780489981174469,2.1927161287874,5.43888944818831,4.33007591948857,"FALSE","FALSE","TRUE"
"36",820,2.03145052453717,3,"FALSE",0.863640010356903,1.8109181024641,4.50859476330764,3.45408204232154,"TRUE","TRUE","FALSE"
"37",780,2.6814436591218,2.40000009536743,"TRUE",0.695649981498718,-0.236470271618325,2.78925286860516,3.2507578631646,"FALSE","TRUE","FALSE"
"38",1040,2.71525541085912,2.16000008583069,"FALSE",1.0392199754715,2.23148881617653,4.41050344458918,3.08089790340716,"FALSE","TRUE","FALSE"
"39",870,1.92122506454714,2.0699999332428,"FALSE",1.17499995231628,0.704731717234788,4.34633033459139,4.09776542972353,"TRUE","TRUE","FALSE"
"40",940,2.11865754608735,2.21000003814697,"FALSE",1.29268002510071,0.69782298278565,3.63829104635451,3.26934172442396,"FALSE","TRUE","FALSE"
"41",980,2.5238516316488,2,"TRUE",0.921570003032684,0.455964163224664,3.72758690561139,3.59304628745815,"FALSE","FALSE","TRUE"
"42",1020,2.81092600630176,2.91000008583069,"FALSE",0.96153998374939,-1.50251919173634,0.6904951868774,3.15535608781281,"TRUE","TRUE","FALSE"
"43",1180,2.81731327039656,3,"TRUE",0.873019993305206,2.74749137410995,5.3747628980355,3.93377319929384,"FALSE","TRUE","FALSE"
"44",1100,2.68652084821588,2.72000002861023,"FALSE",1.11538004875183,-1.42747379235743,0.6904951868774,2.95389756776799,"FALSE","TRUE","FALSE"
"45",1030,2.0916031271045,3.54999995231628,"FALSE",1.10204005241394,1.11909074647518,3.23644893570146,2.47089269302872,"FALSE","TRUE","FALSE"
"46",960,2.03145052453717,3.25,"FALSE",1.04254996776581,-1.50251919173634,1.59518823524853,4.18715652093261,"TRUE","TRUE","FALSE"
"47",910,1.99777015922358,2.85999989509583,"FALSE",1.45946002006531,0.250861608403788,3.27150682099263,3.26355938124726,"FALSE","TRUE","FALSE"
"48",1060,2.47813861791151,2.03999996185303,"FALSE",0.962960004806519,-1.39275184574869,0,2.11343980882096,"FALSE","TRUE","FALSE"
"49",880,1.96119011776628,1.91999995708466,"FALSE",1.37837994098663,-1.88127606521823,0,3.7265678989202,"TRUE","TRUE","FALSE"
"50",1010,2.06262190276303,3.57999992370605,"FALSE",0.942309975624084,-0.996663626507578,0.6904951868774,2.03405096040078,"TRUE","TRUE","FALSE"
"51",700,2.43642418217457,2.39000010490417,"TRUE",1,-0.91438109336326,3.03876638533464,4.55343080649873,"FALSE","TRUE","FALSE"
"52",930,1.99777015922358,3.46000003814697,"FALSE",0.860000014305115,1.73007713243495,4.10835650364713,3.03944237287766,"TRUE","TRUE","FALSE"
"53",900,2.0916031271045,3.16000008583069,"FALSE",0.914889991283417,1.13056610317069,4.13642835573138,3.49655977315769,"FALSE","TRUE","FALSE"
"54",1090,2.31868902787046,1.02999997138977,"FALSE",0.912280023097992,0.812375869569855,4.67073533192465,4.39446477383593,"FALSE","TRUE","FALSE"
"55",1120,2.71977845822345,3,"FALSE",1.24000000953674,2.14554795004236,4.25333846160486,2.94920072543414,"TRUE","FALSE","FALSE"
"56",960,1.99777015922358,2.32999992370605,"TRUE",0.777779996395111,2.05308572854925,5.58804531889051,4.60024924531446,"FALSE","FALSE","TRUE"
"57",890,2.4251407494552,2.45000004768372,"TRUE",0.779999971389771,0.224674137957555,3.82854177328091,3.94200146992156,"FALSE","TRUE","FALSE"
"58",1240,2.5238516316488,3.65000009536743,"FALSE",0.797100007534027,2.40037174262139,3.3695488943332,1.80704438920174,"FALSE","TRUE","FALSE"
"59",1090,2.84143415907055,3.60999989509583,"FALSE",0.847459971904755,1.69339605303894,3.82854177328091,2.74160417582175,"TRUE","TRUE","FALSE"
"60",820,2.5238516316488,3.25,"FALSE",1.10256004333496,2.73757249822062,4.1224967810246,2.47203286218155,"TRUE","TRUE","FALSE"
"61",940,2.03145052453717,3.80999994277954,"FALSE",0.773580014705658,1.58996510124119,3.88432363204899,2.87385294443001,"FALSE","TRUE","FALSE"
"62",820,2.45792681062047,2.25,"TRUE",1.10256004333496,2.52242759855894,5.65586599009713,4.40106020726862,"FALSE","FALSE","FALSE"
"63",970,2.44734606249841,2.41000008583069,"TRUE",0.672410011291504,2.50475622518233,4.31252502956725,2.8132212383991,"FALSE","TRUE","FALSE"
"64",790,2.06262190276303,2.8199999332428,"TRUE",1.07895004749298,2.61285807188692,4.1770299777163,2.59954336330079,"FALSE","TRUE","FALSE"
"65",1080,1.92122506454714,2.29999995231628,"FALSE",1.11765003204346,-1.50251919173634,1.92510528907488,4.57427511021567,"TRUE","TRUE","FALSE"
"66",850,2.53227335049842,3.26999998092651,"FALSE",0.808510005474091,1.43214594974404,3.90221032261557,3.00258939486517,"TRUE","TRUE","FALSE"
"67",850,1.99777015922358,2.66000008583069,"TRUE",0.808510005474091,-0.295639223977033,1.59518823524853,1.98918601054038,"TRUE","TRUE","FALSE"
"68",820,2.78375158920688,2.25999999046326,"TRUE",0.708329975605011,0.2852086590285,4.47057728857934,4.65125224613009,"FALSE","TRUE","FALSE"
"69",1120,1.87726256529372,2.32999992370605,"TRUE",0.671639978885651,2.21603685897794,2.94661312563315,1.4453331242238,"FALSE","TRUE","FALSE"
"70",880,2.48780302125851,2.36999988555908,"TRUE",1.0952399969101,1.88524194811544,4.15015726666938,2.98854927482373,"TRUE","TRUE","FALSE"
"71",1540,2.74550624464958,4,"FALSE",0.97435998916626,0.989094005478861,0,-0.821102615917286,"FALSE","TRUE","FALSE"
"72",780,2.74957563489095,3.80999994277954,"FALSE",1,1.61381406763082,3.56533425755069,2.49461072893622,"FALSE","TRUE","FALSE"
"73",1280,2.58572448360003,3.86999988555908,"FALSE",1.03174996376038,0.818931389351583,1.09196014081737,0.393209327232285,"TRUE","TRUE","FALSE"
"74",1260,1.92122506454714,4,"FALSE",0.75,0.908748475008113,1.59518823524853,0.846797100385423,"TRUE","TRUE","FALSE"
"75",830,2.73718684442705,1.95000004768372,"TRUE",0.84443998336792,0.799206319543609,4.32392883907343,3.98831287462682,"FALSE","FALSE","TRUE"
"76",980,2.03145052453717,2.4300000667572,"FALSE",0.689660012722015,-0.0820013184574969,3.27150682099263,3.62410689478186,"FALSE","TRUE","FALSE"
"77",500,1.96119011776628,1.21000003814697,"TRUE",1.27272999286652,2.09362842102023,5.6140626344043,4.60674904122402,"FALSE","TRUE","FALSE"
"78",1040,1.99777015922358,3,"FALSE",0.962260007858276,1.67951634250135,3.3695488943332,2.23171483401362,"FALSE","TRUE","FALSE"
"79",930,1.87726256529372,1.75,"FALSE",0.82353001832962,1.50728050256637,3.20005287977423,2.15553728327172,"TRUE","FALSE","FALSE"
"80",570,2.71977845822345,1.73000001907349,"TRUE",0.965520024299622,1.50233692160545,5.082556853716,4.35172325026975,"FALSE","FALSE","TRUE"
"81",820,1.92122506454714,1.8400000333786,"FALSE",0.822220027446747,1.39633781122034,4.8551167216755,4.15268281023089,"TRUE","TRUE","FALSE"
"82",1310,2.03145052453717,2.25,"FALSE",0.955219984054565,2.13364356831966,4.67854000173958,3.45281312359149,"FALSE","TRUE","FALSE"
"83",770,1.99777015922358,2.13000011444092,"FALSE",0.790700018405914,0,3.33797619020376,3.60793027516655,"TRUE","FALSE","FALSE"
"84",1180,2.0916031271045,3.76999998092651,"FALSE",0.873019993305206,2.18490396900614,3.78944071900906,2.39613047165449,"FALSE","TRUE","FALSE"
"85",1310,2.57135113852103,3.22000002861023,"FALSE",0.92646998167038,1.48247074069928,3.33797619020376,2.32635536566969,"FALSE","TRUE","FALSE"
"86",1150,2.63735263225511,2.17000007629395,"FALSE",1.12962996959686,1.39118209117501,4.0646188624762,3.21959122881736,"FALSE","TRUE","FALSE"
"87",1130,2.84143415907055,2.76999998092651,"FALSE",0.91525000333786,0.56206713475797,3.42971682873038,3.14865934024691,"FALSE","FALSE","FALSE"
"88",1110,2.86616386326766,3.35999989509583,"FALSE",1.09433996677399,0.825467610234218,2.17072328819,1.52277863049601,"TRUE","TRUE","FALSE"
"89",1210,2.03145052453717,3.61999988555908,"FALSE",1.0166699886322,1.34431374479938,2.60088831145525,1.60684869809589,"FALSE","TRUE","FALSE"
"90",1090,2.14400501909518,3.70000004768372,"FALSE",1.01851999759674,0.711618257000799,1.77411027908519,1.18948805972753,"TRUE","TRUE","FALSE"
"91",1040,2.57862015098034,2,"FALSE",0.824559986591339,1.65154837554192,4.30098144942824,3.31540901903971,"TRUE","TRUE","FALSE"
"92",1340,2.72861562519713,3.69000005722046,"FALSE",1.03030002117157,0.106577283607923,2.66786956917837,2.72371985565476,"TRUE","TRUE","FALSE"
"93",900,2.70599022160489,1.75,"FALSE",0.914889991283417,-0.146347043862239,2.73048006801892,3.07529336752065,"FALSE","TRUE","FALSE"
"94",650,2.56391041184583,2.19000005722046,"TRUE",0.805559992790222,0.838482757394823,3.95392696498804,3.5171803169768,"FALSE","TRUE","FALSE"
"95",1190,2.71066003818467,3.40000009536743,"FALSE",0.676060020923615,1.95773015600137,3.20005287977423,1.87123384880639,"TRUE","TRUE","FALSE"
"96",990,2.03145052453717,1.42999994754791,"FALSE",0.736840009689331,1.11333262241381,3.59028115421965,2.87674007463711,"TRUE","TRUE","FALSE"
"97",1160,2.54848342480179,2.77999997138977,"FALSE",0.731339991092682,1.73007713243495,4.26547694056183,3.22192134471266,"TRUE","TRUE","FALSE"
"98",1140,2.6814436591218,2.60999989509583,"TRUE",0.583329975605011,1.05498050562096,3.12281087997524,2.39163045911521,"FALSE","TRUE","FALSE"
"99",1180,2.75358689366243,3.08999991416931,"TRUE",1.18518996238708,2.14158488908124,3.51338500962763,2.11115043652365,"FALSE","TRUE","FALSE"
"100",1120,2.54048072633141,2.82999992370605,"FALSE",0.836070001125336,-1.50251919173634,0,2.39613047165449,"TRUE","TRUE","FALSE"
"101",1010,1.99777015922358,1.92999994754791,"FALSE",0.771929979324341,1.47748100206472,4.91737075966962,4.16909022555646,"TRUE","TRUE","FALSE"
"102",1160,2.84143415907055,2.88000011444092,"FALSE",0.966099977493286,1.86357807769254,2.66786956917837,1.34701336817877,"FALSE","TRUE","FALSE"
"103",1200,2.03145052453717,3.30999994277954,"FALSE",1.105260014534,1.99124068198776,5.1874611591108,4.14949361099118,"TRUE","TRUE","FALSE"
"104",720,2.03145052453717,1.92999994754791,"TRUE",0.945949971675873,1.98289810836824,5.27766132814552,4.26439094319131,"TRUE","FALSE","FALSE"
"105",1190,2.41347352673732,2.41000008583069,"FALSE",0.919350028038025,1.17030936067292,4.46082772124182,3.84953333179322,"FALSE","TRUE","FALSE"
"106",970,1.96119011776628,2.92000007629395,"FALSE",0.763639986515045,1.58517031283991,4.63070716830386,3.74949810972839,"TRUE","TRUE","FALSE"
"107",1210,2.06262190276303,3.51999998092651,"FALSE",0.951610028743744,2.30387756519692,0,-1.58632505051879,"TRUE","TRUE","FALSE"
"108",930,2.54048072633141,2.9300000667572,"FALSE",0.722220003604889,0.799206319543609,4.07942430112482,3.69802045701168,"FALSE","TRUE","FALSE"
"109",1000,2.69641832221736,2.27999997138977,"FALSE",0.851849973201752,1.02526019190431,4.21595595491541,3.67276838594381,"FALSE","TRUE","FALSE"
"110",970,2.47813861791151,1.95000004768372,"FALSE",0.763639986515045,1.99540330173796,4.73874344702831,3.60879519959775,"FALSE","TRUE","FALSE"
"111",960,2.50632306564416,3.01999998092651,"TRUE",0.882350027561188,-1.50251919173634,1.09196014081737,3.60793027516655,"TRUE","TRUE","FALSE"
"112",980,2.5238516316488,3.25,"FALSE",1.27907001972198,-1.50251919173634,1.37571342665409,3.93288248237207,"FALSE","TRUE","FALSE"
"113",960,2.85546137874888,3.3199999332428,"FALSE",0.920000016689301,0.964668489086151,4.45097599625131,4.00117965378253,"FALSE","TRUE","FALSE"
"114",970,2.71977845822345,2.02999997138977,"TRUE",0.732140004634857,-1.50251919173634,1.09196014081737,3.60793027516655,"FALSE","TRUE","FALSE"
"115",960,2.71977845822345,2.33999991416931,"FALSE",1,-0.283615767916851,1.92510528907488,2.33604247067332,"TRUE","TRUE","FALSE"
"116",1160,2.78730045922422,3.41000008583069,"FALSE",0.933329999446869,0.877080343929114,2.89697854802278,2.27777005159878,"FALSE","TRUE","FALSE"
"117",1080,2.72423121272616,2.55999994277954,"FALSE",0.6875,0.877080343929114,4.48977822991021,4.12057037988845,"FALSE","TRUE","FALSE"
"118",990,1.96119011776628,4,"FALSE",0.800000011920929,1.40661878371296,1.09196014081737,-0.0165245886934307,"TRUE","TRUE","FALSE"
"119",1130,2.0916031271045,1.33000004291534,"FALSE",0.793649971485138,1.01927102677009,4.40010724333756,3.89608422431958,"TRUE","TRUE","FALSE"
"120",1060,1.87726256529372,2.25,"FALSE",0.859650015830994,1.01927102677009,4.09400121121757,3.53387882007329,"FALSE","TRUE","FALSE"
"121",1060,1.99777015922358,2.59999990463257,"FALSE",0.892859995365143,1.01927102677009,3.70603851465629,3.0823292364318,"TRUE","TRUE","FALSE"
"122",1120,2.6915115261668,2.63000011444092,"FALSE",0.777779996395111,1.35480260054408,2.66786956917837,1.67254286224725,"FALSE","TRUE","FALSE"
"123",1030,2.06262190276303,2.57999992370605,"FALSE",0.634920001029968,1.26424520526569,3.98689768902257,3.22121314295507,"FALSE","TRUE","FALSE"
"124",1070,2.53227335049842,3.03999996185303,"FALSE",0.783330023288727,1.45742787086128,4.48022678394646,3.66025963163186,"FALSE","TRUE","FALSE"
"125",910,1.92122506454714,2.75999999046326,"FALSE",0.75,1.73007713243495,4.33519620433373,3.3033318200772,"FALSE","TRUE","FALSE"
"126",1100,2.82661712128797,1.95000004768372,"FALSE",1,1.7346289509872,5.08759003581958,4.19632112835407,"FALSE","TRUE","FALSE"
"127",1000,2.82045071274568,2.92000007629395,"FALSE",0.785709977149963,1.7346289509872,4.7166177348744,3.75051504990359,"FALSE","TRUE","FALSE"
"128",1000,2.06262190276303,3.41000008583069,"FALSE",0.754390001296997,1.72551798477178,4.48022678394646,3.47656626809156,"FALSE","TRUE","FALSE"
"129",970,2.51520522940266,2.73000001907349,"FALSE",0.672410011291504,1.89816389366814,4.60584410849653,3.51275946989967,"TRUE","TRUE","FALSE"
"130",1070,2.40139824129804,2.53999996185303,"FALSE",0.550719976425171,2.62313951532647,4.03429309611096,2.4316401173259,"FALSE","TRUE","FALSE"
"131",950,1.99777015922358,3.05999994277954,"FALSE",0.666670024394989,1.30192417228423,3.12281087997524,2.21067852714137,"FALSE","TRUE","FALSE"
"132",1140,2.03145052453717,1.92999994754791,"FALSE",0.868849992752075,0.908748475008113,3.4584318463071,2.88592170731838,"TRUE","TRUE","FALSE"
"133",1060,2.06262190276303,3.23000001907349,"FALSE",0.892859995365143,0.486855862507702,3.23644893570146,2.9954956806328,"FALSE","TRUE","FALSE"
"134",940,2.54848342480179,2.53999996185303,"TRUE",0.709089994430542,1.11333262241381,3.72758690561139,3.0343742231352,"FALSE","TRUE","FALSE"
"135",960,2.53227335049842,2.22000002861023,"FALSE",0.714290022850037,0,3.59028115421965,3.90415558279347,"FALSE","TRUE","FALSE"
"136",890,2.81413863654719,1.99000000953674,"FALSE",0.93478000164032,0.864287982761889,3.56533425755069,3.04461135746563,"FALSE","TRUE","FALSE"
"137",1120,2.46818521895741,1.75,"FALSE",0.898310005664825,1.52205685132933,4.88676145734216,4.10035093730439,"TRUE","TRUE","FALSE"
"138",1150,1.96119011776628,3.14000010490417,"FALSE",0.825399994850159,-1.50251919173634,1.37571342665409,3.93288248237207,"FALSE","TRUE","FALSE"
"139",1270,2.8235517440502,3.24000000953674,"FALSE",0.788730025291443,-1.50251919173634,1.37571342665409,3.93288248237207,"FALSE","TRUE","FALSE"
"140",1100,2.0916031271045,2,"FALSE",0.833329975605011,-1.50251919173634,1.37571342665409,3.93288248237207,"TRUE","TRUE","FALSE"
"141",1150,1.96119011776628,2.5,"FALSE",0.949150025844574,-1.50251919173634,1.59518823524853,4.18715652093261,"FALSE","TRUE","FALSE"
"142",1090,1.99777015922358,1.60000002384186,"FALSE",0.912280023097992,0.440335690110432,4.26547694056183,4.24664551282611,"FALSE","TRUE","FALSE"
"143",1220,2.83264382953735,3.04999995231628,"FALSE",0.848479986190796,-1.50251919173634,1.59518823524853,4.18715652093261,"TRUE","TRUE","FALSE"
"144",1070,2.80767454931277,2.41000008583069,"FALSE",0.754100024700165,-1.50251919173634,1.59518823524853,4.18715652093261,"FALSE","TRUE","FALSE"
"145",1030,1.99777015922358,2.73000001907349,"FALSE",1.01961004734039,0.327271113317643,1.37571342665409,1.09905538351955,"TRUE","TRUE","FALSE"
"146",980,2.54048072633141,2.9300000667572,"FALSE",0.63332998752594,1.48247074069928,2.78925286860516,1.71891358985147,"FALSE","TRUE","FALSE"
"147",930,2.49719325407457,2.5,"FALSE",0.82353001832962,1.22599403799829,3.61458951457289,2.82036586359439,"TRUE","TRUE","FALSE"
"148",1030,2.48780302125851,2.69000005722046,"FALSE",0.980769991874695,1.42196486830814,4.03429309611096,3.16253116157611,"TRUE","TRUE","FALSE"
"149",1100,2.6814436591218,2.60999989509583,"TRUE",0.803279995918274,1.41174414259104,4.48022678394646,3.69290934052097,"FALSE","TRUE","FALSE"
"150",1100,2.0916031271045,2.94000005722046,"FALSE",0.929820001125336,1.43214594974404,3.27150682099263,2.28615959793407,"FALSE","TRUE","FALSE"
"151",1070,2.54848342480179,3.44000005722046,"FALSE",0.910709977149963,0.648823906102359,2.27349257113514,1.77818210493794,"FALSE","TRUE","FALSE"
"152",980,2.03145052453717,3.11999988555908,"FALSE",0.75,0.970798968474848,2.99379937746899,2.31199117804141,"FALSE","TRUE","FALSE"
"153",1000,2.54848342480179,3.46000003814697,"FALSE",1.12766003608704,0.648823906102359,3.08171256013734,2.67475431121568,"TRUE","TRUE","FALSE"
"154",1190,2.06262190276303,3.64000010490417,"FALSE",1.01695001125336,0.648823906102359,3.61458951457289,3.28478435730427,"TRUE","TRUE","FALSE"
"155",1060,2.40139824129804,2.5699999332428,"FALSE",0.65625,1.17030936067292,4.2285822157276,3.57443684088626,"FALSE","FALSE","FALSE"
"156",1240,2.03145052453717,3.4300000667572,"FALSE",0.850750029087067,1.34956351070082,3.63829104635451,2.75815645008632,"TRUE","TRUE","FALSE"
"157",950,2.84713550760702,2.24000000953674,"FALSE",0.862749993801117,0.877080343929114,4.15015726666938,3.71587711454131,"TRUE","TRUE","FALSE"
"158",1300,2.47813861791151,2.77999997138977,"FALSE",0.666670024394989,1.17030936067292,4.82236446532408,4.28390218296258,"FALSE","TRUE","FALSE"
"159",860,2.77282132491057,2.13000011444092,"TRUE",0.457630008459091,1.24245895200745,4.58030450266279,3.93701804536518,"FALSE","TRUE","FALSE"
"160",1010,2.78015619315702,2.69000005722046,"FALSE",0.741379976272583,1.14198750823456,4.20315832050768,3.56621282146566,"FALSE","TRUE","FALSE"
"161",1180,2.8527154709808,3.28999996185303,"FALSE",0.761189997196198,1.14198750823456,4.43095739895578,3.83586592418697,"TRUE","TRUE","FALSE"
"162",1040,2.67101861842775,2.30999994277954,"FALSE",1,-1.50251919173634,1.37571342665409,3.93288248237207,"TRUE","TRUE","FALSE"
"163",1010,2.03145052453717,2.30999994277954,"FALSE",0.741379976272583,0.765933760356774,3.51338500962763,3.06675644800751,"TRUE","TRUE","FALSE"
"164",1000,2.06262190276303,1.87999999523163,"FALSE",0.851849973201752,0.772628768366825,3.4863053486392,3.02998377457934,"FALSE","TRUE","FALSE"
"165",1030,2.06262190276303,2.47000002861023,"FALSE",0.745760023593903,-1.50251919173634,1.09196014081737,3.60793027516655,"FALSE","TRUE","FALSE"
"166",1100,2.0916031271045,2.66000008583069,"FALSE",0.929820001125336,1.02526019190431,3.03876638533464,2.32023729992125,"FALSE","TRUE","FALSE"
"167",1240,2.77282132491057,2.76999998092651,"FALSE",0.771430015563965,-0.489273461491323,2.73048006801892,3.51378495796428,"FALSE","TRUE","FALSE"
"168",1110,2.50632306564416,3.76999998092651,"TRUE",0.913789987564087,-0.635705952067995,2.94661312563315,3.97925393973061,"TRUE","TRUE","FALSE"
"169",1070,1.96119011776628,1,"FALSE",0.877189993858337,0.704731717234788,4.35733432737789,4.11095670867269,"FALSE","TRUE","FALSE"
"170",1040,2.5238516316488,2.01999998092651,"FALSE",0.890910029411316,0.765933760356774,4.00296167894874,3.63639931577666,"FALSE","TRUE","FALSE"
"171",1290,2.77651315632869,3.4300000667572,"FALSE",1.08064997196198,0.995160589919453,0,-0.825318270366239,"TRUE","TRUE","FALSE"
"172",1010,2.71525541085912,2.69000005722046,"FALSE",0.836359977722168,0.995160589919453,3.51338500962763,2.88002858434507,"FALSE","TRUE","FALSE"
"173",1080,2.54848342480179,3.70000004768372,"FALSE",0.741940021514893,-0.590001177437313,2.05569504715745,2.88718881291232,"FALSE","TRUE","FALSE"
"174",1120,2.46818521895741,3.6800000667572,"FALSE",0.623189985752106,1.59952956669332,2.05569504715745,0.856327329932971,"TRUE","TRUE","FALSE"
"175",1210,2.54048072633141,1.97000002861023,"FALSE",0.753620028495789,1.59952956669332,4.66286517246257,3.77789210735868,"FALSE","TRUE","FALSE"
"176",990,2.03145052453717,2.9300000667572,"FALSE",0.980000019073486,1.85922598214383,4.43095739895578,3.33182347988006,"TRUE","TRUE","FALSE"
"177",1130,1.92122506454714,2.23000001907349,"FALSE",0.738460004329681,0.0971573164198,4.0646188624762,4.36096411146732,"FALSE","TRUE","FALSE"
"178",840,2.03145052453717,2.11999988555908,"TRUE",0.787230014801025,-0.635705952067995,3.40010820302935,4.51786308704042,"TRUE","TRUE","FALSE"
"179",1050,2.50632306564416,3.66000008583069,"FALSE",0.875,2.4475716710188,3.59028115421965,2.02624244191987,"TRUE","TRUE","FALSE"
"180",1050,1.99777015922358,1.79999995231628,"TRUE",0.75,2.69090898002301,5.41447408722655,4.01251517127111,"FALSE","TRUE","FALSE"
"181",1000,2.54848342480179,2.48000001907349,"FALSE",0.886789977550507,2.4475716710188,4.63885059322849,3.223811505174,"TRUE","TRUE","FALSE"
"182",1020,2.72861562519713,2.97000002861023,"FALSE",1.37208998203278,2.11769964377357,3.27150682099263,1.85645893923433,"TRUE","TRUE","FALSE"
"183",960,2.53227335049842,1.70000004768372,"FALSE",0.684210002422333,2.4475716710188,4.9528266382371,3.59422592622977,"TRUE","FALSE","FALSE"
"184",890,2.70124375153509,1.98000001907349,"TRUE",1.22500002384186,3.15596429867915,5.90935841831944,4.37163053597385,"TRUE","TRUE","FALSE"
